,sentence,word_count,index
5146,RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB Line for Source Code is even longer than for iPad 2.,35,5146
5147,"Take that, Apple.",3,5147
5148,#sxsw ÛÏ@mention Black or white iPad?,6,5148
5149,"#sxsw #iPad2Û that is the question.... #tech At #SXSW, #Apple schools the marketing experts: Thousands are in town to demonstrate their social... {link} #technology : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!",51,5149
5150,Never realized that there was a story/meaning behind every Google logo.,11,5150
5151,So cool.,2,5151
5152,Loving hearing from the #GoogleDoodle Team!,6,5152
5153,#gsdm #sxsw RT @mention Going to #sxsw?,7,5153
5154,Need a lift from the airport?,6,5154
5155,Register for the FREE @mention shuttle!,6,5155
5156,{link} RT @mention VERY IMPORTANT: Make sure you are donating to the JAPANESE Red Cross for #japan: {link} #sxswcares #sxsw #quake Really want a braille @mention shirt.,27,5156
5157,I've seen a few people at #SXSW wear them.,9,5157
5158,Maybe I'll ask the guys at the booth next door.,10,5158
5159,Soooo do you think Apple will have a mobile store for iPad sales at #SXSW on Friday?!?!,17,5159
5160,@mention @mention @mention @mention ;) Folks at PowerPad gave me free Dual 1850 contraption 2 charge my iPhone.,18,5160
5161,Which was fortuitous as my phone was nearly dead.,9,5161
5162,#SXSW #ignitesxsw Just spoke with google about how they are using semantic tech to make searching user reviews better #sxsw #cmswire #web30 @mention talking about {link} - Google's effort to allow users to have open systems #bettercloud #sxsw Great presentation: Touching Stories: Designing Digital Magazines for the iPad {link} #sxsw Dropped my MacBook pro as I was walking into #sxsw.,60,5162
5163,iPad 2 sounding pretty appealing right now.,7,5163
5164,Somehow I will adapt and overcome.,6,5164
5165,Just what sxsw needed.,4,5165
5166,More lines!,2,5166
5167,Apple to open temporary store in downtown Austin for #SXSW and the iPad 2 launch bit.ly/g03MZB Cool!,17,5167
5168,RT @mention Heard about Apple's pop-up store in downtown Austin?,10,5168
5169,Pics are already on Gowalla: {link} #sxsw #iPad2 RT @mention Join actsofsharing.com &amp; starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!,32,5169
5170,"Just finished up a long day... and, ready to do it again tomorrow!",13,5170
5171,"Starting with @mention event and ending with the #cupcake #social #sxsw RT @mention Dude, you're at an Outkast concert and you're tweeting from an iPad.",25,5171
5172,RT @mention Old school players to new school fools.,9,5172
5173,#SXSW Google Marissa Mayer: mobile phone as a cursor of physical location - new version of map fast and more real life like   #sxsw #sxsw that is so cool #apple has a pop up fundraising kiosk for #japan at #sxsw just kidding but a good idea... #sxsw look for the blue hair.,52,5173
5174,"I've got your free android phone info stickers from @mention #allhat3 free #iPad Lounge open daily for #SXSW serving art made on iPads, and local art, free coffee, @mention Austin Details {link} #photo RT @mention Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw RT @mention Follow our #SXSW coverage at {link} on mobile at {link} or with our iPhone app http://bit.ly/guardianapp Team Android party 3/13 at 7-10!",79,5174
5175,"If u show us @mention app on your mobile, u enter to win free Nexus S!",16,5175
5176,"{link} #sxsw &quot;@mention Apple Store has had a line down the block all week long at #sxsw amazing&quot; @mention I have footage @mention Cool one, I'll be there.",28,5176
5177,RT @mention #SXSW Friday at 5pm Doodle Google session.,9,5177
5178,{link} RT @mention RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game.,22,5178
5179,#SXSW FedEx Trucks keep arriving as TV crews interview people in line for first iPad2 at #SXSW PopUp Apple Store.,20,5179
5180,"{link} #saveustechies panel at #sxsw getting off to a great start with a video on the surui carbon project by google {link} RE: group chat apps for #SXSW, now been told to d/l two more apps (not yet avail on Android).",41,5180
5181,"This point, I'll need phone JUST for apps.",8,5181
5182,The Apple pop-up store is more attractive and impressive than many permanent retail stores.,14,5182
5183,#sxsw Mayer: I think about simplicity a lot at Google in developing products.,13,5183
5184,"#sxsw ^JR RT @mention #Apple is setting up a pop-up store in downtown Austin (to sell bajillions of iPad2s to #sxsw attendees, of course!)",24,5184
5185,"{link} Encounter w charming/intense @mention #TheThankYouEconomy, w bright @mention #localmind.",10,5185
5186,Suffer @mention have fun @mention party #sxsw RT @mention This could be the first big news out of #sxsw... {link}  Google building new social framework.,25,5186
5187,Google Tests ÛÏCheck-in OffersÛ At SXSW {link} via #google #sxsw #check-in Nice!,12,5187
5188,@mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,20,5188
5189,"The Memento iOS app is on sale for 99å¢ for #SXSW ÷Ý Wait Just One MomentoÛ_ Let Social Media Create Your Diary {link} #iPhone #bjdproductions At #SXSW, #Apple schools the marketing experts {link} #tech So sad I'm missing the iPad 2 launch at *South By.",45,5189
5190,*  That sounds so chill!!!!,5,5190
5191,#sxsw #ipad #jk RT @mention Note to self: downside of tweeting on an white iPad 2 expect to be mocked.,20,5191
5192,@mention #sxsw #google the future is &quot;the power of here&quot; paired with augmented reality and contextual reality #pnid #SxSW This schedule is heavier than my laptop.,26,5192
5193,Where's my ipad already?,4,5193
5194,#sxsw Getting ready to hear about the @mention road map from VP Product Marissa Mayer.,15,5194
5195,"Pls tell me you're going to focus on search.... #SXSW RT @mention Tips from Google's @mention fewer people on teams, and think by making.",24,5195
5196,Prototyping is key.,3,5196
5197,#agileagency #sxsw Can't believe I got in AND got a seat!,11,5197
5198,"&quot;Google &amp; Bing On Website Ranking at SXSW.&quot; #SXSW #qagb (@mention Hilton, Salon J) {link} Just got my Mophie Juice Pack plus for my iPhone 4!",26,5198
5199,Now I'm ready for #sxsw.,5,5199
5200,More than double the battery life #FTW Line wraps around the block and down the street for ipad2s at #SXSW apple popup store.,23,5200
5201,{link} @mention No iPhone?,4,5201
5202,No worries.,2,5202
5203,Drop into one of our venues and talk to a concierge.,11,5203
5204,We'll take care of you!,5,5204
5205,#SXSW #SXSWi No.,3,5205
5206,"Confirmed RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw (via @mention #SXSW peeps - you can now checkin with @mention latitude to unlock deals!",46,5206
5207,{link} built by @mention and team!,6,5207
5208,"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted.",18,5208
5209,"#SXSW @mention Well, I hope you make it easier for me to FIND you.",14,5209
5210,I have a little Android who wants to say HI!,10,5210
5211,"#sxsw# @mention android dev #sxsw @mention {link} RT @mention W/ the core week of data still to come, @mention searches for #SXSW are up +23% vs. '10.",27,5211
5212,"(Source: Trends) #measure   {link} Google Circles at #sxsw whoooooo {link} @mention RT @mention Come party down @mention &amp; Google tonight #sxsw: {link} Bands, food, art, interactive maps RT @mention Just left #sxsw tradeshow demo of @mention at the Google Theatre.",40,5212
5213,"Ok, I get it.",4,5213
5214,I see why all the presenters here are using it.,10,5214
5215,Apple Installs Pop-Up Shop At #SXSW: Apple is setting up a special pop-up shop for visitorsÛ_ {link} @mention @mention will have some apple v android things going on tomorrow during the @mention #SXSW @mention @mention @mention This is the press release for the iPad apps I am helping launch at #SXSW {link} #sxswi RT @mention This is awesome....   How I got an iPad 2 during #SXSW!,66,5215
5216,"{link} @mention via @mention No, I didn't get an iPad 2 :( No, I'm not at #sxsw :( Yes, I am depressed :( @mention :New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable {link} Google analytics can track offsite links as virtual page views using JavaScript.",53,5216
5217,#moreknowledge #sxsw #mitharvard Apple Is Opening A Pop-Up Store In Austin For #SXSW | @mention {link}  via@mention RT @mention #sxsw @mention das VerpixelungsrechtÛÓthe right for your house to be pixelated in Google Street ViewÛÓ is a theft from the public ÛÏ@mention We'll be spotlighting all our new #mobile apps @mention #sxsw &amp; here's a peak at our iPad #jobsearch app (video) {link} RT @mention #SXSW ##UXDes Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.,77,5217
5218,{link} Awww yeaaa new music from @mention just in time for #sxsw {link} Tim OReilly: Saying that the value what made Web 2.0 is large databases of user contribution.,29,5218
5219,"Google, Craigs List, Amazon...#sxsw.",4,5219
5220,"@mention Thanks Omar, we've updated our story.",7,5220
5221,{link} #sxsw #google RT @mention ÛÏMore than 35 million miles a day are driven while being Google Maps Navigation assisted.&quot; --Marissa Mayer #sxsw  [The GPS biz is so toast.],29,5221
5222,"@mention @mention well looks to be true, the #apple store has been revealed #sxsw {link} #SxSW Giveaway!",17,5222
5223,Free QR codes for your business cards and convention badges!,10,5223
5224,Get them at booth #1315 by @mention {link} RT @mention Hot Pot from Google for mobile maps is a 'very' interesting new app.,23,5224
5225,#sxsw #sxswi Aaron P of @mention apps don't feel like the web.,12,5225
5226,So much you can do in the browser.,8,5226
5227,IPad is neither the web nor print.,7,5227
5228,"#newsapps #sxsw RT @mention RT @mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link} &quot;Google in a few years, as an AI, will ask us 'why do you want to know that?",46,5228
5229,'&quot; #smscifi #SXSW Will Google reveal a new social network called Circles?,12,5229
5230,#Google #Facebook #Twitter #SXSW {link} via @mention #SXSW #tip10 Make sure to bring your iPhone charger with you.,18,5230
5231,You can recharge while you are at a party.,9,5231
5232,#cnnsxsw {link} SHITE APP.,4,5232
5233,":( RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsoÛ_ (cont) {link} Google body beta uber  #SXSW #health2dev #cool Group Texting War Heats Up: Fast Society Launches New Android App, Updates iPhone App {link} #sxsw #mobilenews Wonder when Google's #impactdashboard (being demoed now) will become part of Google Analytics #bavcid #SXSW RT @mention Check out the {link} site - download the iPhone app and get ready for SXSW (special Q&amp;A stream) #SXSW @mention we were on the right track RT @mention clever - Apple set to open popup shop in core of #SXSW action {link} RT @mention RT @mention Hanging out with @mention at the @mention #google Industry Party...good crowd!",117,5233
5234,#sxsw @mention (via @mention #sxsw ipad store sold out of everything except 64gig wifi only white Slides are available on the @mention site for @mention #touchingstories preso {link} #sxsw RT @mention At #SXSW??,33,5234
5235,MindTouchers @mention @mention @mention are there giving iPad demos of MindTouch TCS!,12,5235
5236,Tweet them to check it out!,6,5236
5237,"Finally... Yeaayyy RT @mention New #UberSocial for #iPhone now in the App Store includes UberGuide to #SXSW sponsored by #Mashable Currently 150 people in line at the &quot;Pop Up Apple Store&quot; #sxsw @mention The unofficial #SXSW torrents are a great way to hear what you can expect this year {link} Spark for #android is up for a #teamandroid award at #SXSW read about it here: {link} This is very cool, Google is basically foing their version of an Apple event and showing a ton of new product features.",88,5237
5238,#sxsw *g* rt @mention  Love the Apple pop-up store at #SXSW.,11,5238
5239,"... Now, one question.",4,5239
5240,Will AT&amp;T bring trucks for signal again?,7,5240
5241,Please say yes.,3,5241
5242,Google Circles launching today at #SXSW?,6,5242
5243,New #Facebook killer????,3,5243
5244,{link} RT @mention RT @mention Sound of My Voice was shot exploiting Apple &amp; Best Buy's 14-day return policy on iMacs.,21,5244
5245,Brilliant.,1,5245
5246,#sxsw RT @mention Even security guards in Austin enjoy iPad time.,11,5246
5247,#SXSW (cc @mention {link} Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP Who's going to #SXSW?,25,5247
5248,Apple will have it's own store there....{link}  #AAPL @mention well #SXSW is an iPad commercial ...,16,5248
5249,But I want to minimize the wear and tear of my laptop.,12,5249
5250,"Temporary Pop Shop by #Apple at #SXSW and Nice Flipboard upgrade Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #mobile #sxsw #Google to Launch Major New Social Network Called #Circles, Possibly Today {link} #sxsw Nice gesture - #Lonely-Planet makes #Austin guide on iPhone free for #SXSW {link} Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link} RT @mention And we're live!",73,5250
5251,Come get your Android and check us out!,8,5251
5252,{link} #SXSW #android Google possibly  launching a social media service - again... #sxsw {link} .,15,5252
5253,"@mention Team Android at #SXSW party details {link} &lt;---Note video of @mention showing how close Rainey St is to ACC RT @mention RT @mention &quot;IAVA wants to be the Google of nonprofits.&quot; / yes, we do b/c our #vets deserve nothing less!",42,5253
5254,#sxsw #letshookup I28: If you Want Blood - You Got It {link} [codes valid: 8:00-11:59:59p 03/13/11] #infektd #sxsw #zomb Put that old gen 1 iPad down!,26,5254
5255,#sxsw Anyone in line at the temporary Apple Store in Austin has any idea till how late they'll be open tonight?,21,5255
5256,#sxsw Yup.,2,5256
5257,RT @mention I woke up before my iPhone finished recharging.,10,5257
5258,"That means I got enough sleep last night, right?",9,5258
5259,"#sxsw RT @mention Come party w/ @mention and Google tonight at #sxsw: {link} Bands, food, art, ice cream, nifty interactive maps!",21,5259
5260,So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link} @mention seems like most #sxsw design talks focus on iPad/mobile.,34,5260
5261,I need to take @mention advice and go to talks outside my domain.,13,5261
5262,RT @mention Are you stupid at #sxsw ?,8,5262
5263,Find it out with your #Mac and our game {link} or via your #iPad 1&amp;2 {link} building on the success of Google Buzz no doubt ;) RT @mention Google to launch Circles social network at #sxsw?,36,5263
5264,"{link} Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ @mention RT @mention #sxsw #lost #reward 4 finding an #iPhone 4G (black case) in the back of Austin Yellow #Cab - dropped off @mention 3:30 today - call 512-457-8800 RT @mention Apparently, if you Google &quot;ad preferences&quot; and you'll see what Google thinks you'll like.",59,5264
5265,"#seenocreepy #sxsw A two-week pop-up #Apple store in downtown Austin, just in time for #SXSW and iPad2.",17,5265
5266,Very cool.,2,5266
5267,RT @mention Almost every &quot;how do you _______?&quot; is answered w Google Docs in this session.,16,5267
5268,#sxsw #looseorganizations @mention you could win a #sony Xperia play before you can buy it later today at #SXSW details here #android Just because google patented something i.e.,28,5268
5269,(Age of domain in rankings algorithm) doesn't mean they use it #qagb #SXSW @swonderlin Can not wait for #iPad 2 also.,21,5269
5270,They should sale them down at #SXSW.,7,5270
5271,"Oh, #Apple... you are ridiculous: Before It Even Begins, Apple WinsåÊ#SXSW {link} via @mention I agree, @mention but they're all so great!",22,5271
5272,"&quot;iPhone Apps For Mealtime&quot; {link} (via @mention #bizzy #sxsw Wow, The Twitter.",12,5272
5273,Can look it up on The Google :).,8,5273
5274,RT @mention In honor of @mention How is everyone on The Twitter doing?,13,5274
5275,"#SXSW iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media RT @mention So where's the apple store in Austin for #SXSW?",29,5275
5276,"Google to Launch Major New Social Network Called Circles, Possibly Today (Updated - not today, not at #SXSW) {link} via @mention Announced: as of today, @mention is no longer Wine Library TV.",32,5276
5277,New app for iPhone is Daily Grape.,7,5277
5278,"#SXSW RT @mention Papa Sangre, an immersive audio game for IPhone, is free today.",14,5278
5279,Highly recommended.,2,5279
5280,#PapaSangre #SxSW Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw {link} #SXSW @mention talk - demo'ing Google Places w/ Hotpot!,26,5280
5281,Integrated rating/recommendation system for Android/iPhone - cool stuff!!!,8,5281
5282,"Another POV from #SXSW: &quot;The Future of Reading Online Is Customization &amp; Sharing, Not Tablets (Yet)&quot; | Fast Company - {link} .crowdbeacon has put together a guide to #sxsw at {link} The latest update to their iPhone app is going to be sick.",43,5282
5283,"Listening to marissa meyer, head of google social get grilled about JC Penney lol #sxsw Got the #VMware Talent Community iPad app rockin and signing up talented professionals tonight!",29,5283
5284,Find me!,2,5284
5285,"#sxsw {link} RT @mention Well hello, #SXSW!",7,5285
5286,"Here's a free iTunes sampler, to celebrate the festival this year: {link} RT @mention Khoi Vinh (@mention says Conde Nast's headlong rush into iPad publishing was a &quot;fundamental misunderstanding&quot; of the platform #sxsw Right next to the Google building!",39,5286
5287,#SXSW (@mention Hyatt Place ÛÓ Arboretum) {link} Photo booth action at the @mention and Google party!,16,5287
5288,Who doesn't love a good photo booth #sxsw  {link} {link} think I can get my boss to buy our new ipads this weekend?,23,5288
5289,#sxsw Wow.,2,5289
5290,I'm not spending a minute more at #SXSW in line than I have to.,14,5290
5291,RT @mention Apple Popup Store at #SXSW {link} RT @mention BEST SWAG EVER.,13,5291
5292,"Thanks @mention My charging iPhone thanks you, too.",8,5292
5293,"#SXSW {link} So @mention is back from #sxsw and he's brought an iPad 2 *slips it into his bag* Jammy bugger Now at the better living through cloud computing #SXSW session with John Wiley from Google #bettercloud RT @mention Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT&quot; Of course Apple built a temp store in Austin.",74,5293
5294,It's Texas.,2,5294
5295,They understand the concept of corralling cattle #SXSW #PickMeUpAniPad2 @mention to open temporary store at SXSW {link} They should use @mention too #sxsw RT @mention Post: SXSWi 2011.,28,5295
5296,Day 1.,2,5296
5297,#BPM @mention #SXSW {link} - surprised to run into two other BPM folks!,13,5297
5298,and a pop-up Apple store Cool!,6,5298
5299,"RT @mention Apple has opened a makeshift store for #sxsw, iPad2 will be available at 5pm today... #tempted SXSW Recap Day 4 It's Greaaat?",24,5299
5300,Exploring Brand Mascots in the Digital Age - {link} #sxsw #HOTSHEET Google maps mobile route options saves users 2 yrs of time.,22,5300
5301,Every day.,2,5301
5302,#SXSW In a really long line to get into the ACLU/Google party.,12,5302
5303,Not sure I can wait this out.,7,5303
5304,#sxsw RT @mention Innovation in banking is coming from mobile.,10,5304
5305,"The innovators are Apple, Google and Verizon #sxsw #bankinnovation Interesting presentation on the building of #Netflix iphone App at #sxsw {link} Spotted at #SXSW: Man in need of an iPad (2?)",31,5305
5306,ÛÒ {link} #sxswi Watch this @mention #sxsw {link} Woo hoo!,10,5306
5307,@mention is finally back on the iPhone.,7,5307
5308,{link} #sxsw #il RT @mention In line at the temp apple store at #sxsw!!,14,5308
5309,Gotto get the #iPad2 !!,5,5309
5310,Watch your ears!,3,5310
5311,RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game.,19,5311
5312,#SXSW RT @mention Tim O'Reilly his Web 2.0 definition - companies that survived built value from consumer-generated data.,18,5312
5313,"eBay, Amazon, Google.",3,5313
5314,#sxsw Still waiting for someone to stop by with the new iPad 2 and my game on it.,18,5314
5315,The prize is waiting for you!,6,5315
5316,"#SXSW RT @mention Rumor of Google launching their new social network called #Circles today at #sxswi #sxsw {link} Mayer says it makes sense to condense Google's location products &amp; features now that experiments show which ones are successful #SxSW #SUxSW RT @mention 'This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw Google will preview major new social service, Circles, at #sxsw today, says @mention {link}  (ht @mention ... or maybe not: {link} #google #circles #sxsw Sad I'm not there!!",81,5316
5317,ÛÏ@mention Head over to  {link} by 1pm CST today to win VIP access to my acoustic solo set at #SXSW Apple has 200M users' credit cards sync'd with iTunes for one click purchase. . #winning #sxsw RT @mention RT @mention Mayer: I think about simplicity a lot at Google in developing products.,52,5317
5318,#sxsw ^JR How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link} Enjoying the rooftop terrace at the speakeasy.,32,5318
5319,Reassured that by 'extraordinary hacking' Google meant soft couches and bar #sxsw RT @mention Excited to know more about Google Circles.,21,5319
5320,Lucky folks at SXSW to be the first to see?,10,5320
5321,"Possible launch today: {link} #sxsw @mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!",23,5321
5322,Thanks for the free drinks Google!,6,5322
5323,#sxsw (@mention Speakeasy w/ 47 others) {link} #sxsw #metricsdrivendesign.,9,5323
5324,Wrote a response exactly in regards to the speakers google reference Uidesignguide.com search blog response .,16,5324
5325,"@mention double fisting at the keynote #sxsw #apple {link} One more time, with feeling: Android Developer Meetup Saturday at #sxsw!",20,5325
5326,"12:30pm Sat, Hilton 615AB.",4,5326
5327,All welcome!,2,5327
5328,"RT, if you might.",4,5328
5329,"Diller says Google TV &quot;might be run over by the PlayStation and the Xbox, which are essentially ready today.&quot; #sxsw #diller App is called 'your hands' #sxsw RT @mention Need an app to turn my iPhone into a wifi mouse for my iPad.",43,5329
5330,Exist?,1,5330
5331,iPad 2 giveaway in full-force!,5,5331
5332,Person with most friends in his/her city by end of #SXSW wins!,12,5332
5333,"Hint, a strong email list works well!",7,5333
5334,"#sxswi Just in time @mention wrote an @mention article about us dubbing Filmaster &quot;foursquare for cinemaphiles&quot; {link}  #SXSW Interesting --&gt;&gt; RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw RT @mention Novelty of iPad news apps fades fast among #SXSW delegates - by @mention {link} Woohoo!",52,5334
5335,RT @mention @mention #hollergram app is killing it at #sxsw {link} Future of Google: Contextual discovery.,16,5335
5336,Location + context helps us go deeper than ever.,9,5336
5337,Searches without search @mention #sxsw RT @mention Win an iPad 2 at SXSW via @mention !,16,5337
5338,#sxsw {link} Double iPad DJ Full On Across the Sky #SXSW #tweethouse  {link} Verizon iPhones Fell Back an Hour Instead of Springing Ahead {link} #sxsw #tech I'm unique at #SXSW because I'm the only one w/ an iPhone 3GS.,39,5338
5339,All the others followers have the iPhone 4.,8,5339
5340,#winning I'm thinking that I may actually have to take my laptop to #sxsw.,14,5340
5341,The iPad alone may not be enough on this trip.,10,5341
5342,"Photo: Ooh, a triple: MacBook, iPad, and iPhone simultaneously #SXSW (Taken with Instagram at Hyatt Regency... {link} Essential #sxsw tools: {link} A mass google-zation (ranking /indexing of educational assets) vs. the lost sea of uncatalogued materials at present #futureofed #gsdm #sxsw RT @mention 6th and Congress in the Scarborough bldg.",50,5342
5343,RT @mention So where is this temporary apple store setup?,10,5343
5344,#sxsw wow you suck {link} iPad #sxsw Rebecca Black #fab5 Is it bad that I just want to go home and read my Google Reader feed?,26,5344
5345,"#geek #sxsw &quot;Before It Even Begins, Apple Wins #SXSW&quot;: Apple to setup temporary store in Austin for iPad 2 launch March 11th {link} At the Google party...awesome.",27,5345
5346,"#SXSW Google web fonts...pretty... #sxsw #tradeshow {link} @mention worked with @mention to create open-source s2 to fill the gap needed by location-based applications that use nosql db model #sxsw #Apple Opening Pop-Up Store in Austin for #SXSW Geekfest [Apple]: Our Brian Lam, and theÛ_ {link} Wonder what percentage of #SXSW interactive participants have an iPhone.",55,5346
5347,It's gotta be high Google #h4ckers audience 95% male- devs are smart (&amp; easy when there's free alcohol) ;) #SXSW  @mention Speakeasy {link} Won an iPad case at @mention talking about search research at #SXSW!,35,5347
5348,#sxsw app schedule #fail try sched.org - google: sched sxsw 2011 click first link.,14,5348
5349,All the unofficial parties and room counts.,7,5349
5350,Genius.,1,5350
5351,#sxsw wanted to get this right #dokobots really ingenious #iPhone game.,11,5351
5352,#iPad goes on sale Friday -- same day #SXSW starts.,10,5352
5353,Wonder how many SXSW attendees will spend Friday AM standing in line.,12,5353
5354,#gsdm Apple Set to Open 'Popup Shop' in Austin for #SXSW.,11,5354
5355,"RIM/HP r going to lease stores next door,put up ÛÏComing SoonÛ signs {link} &quot;Your Mom Has an iPad: Designing for Boomers&quot; is full house.",24,5355
5356,Where is #RebelTV spirit?,4,5356
5357,"{link} #SXSW #tech At #SXSW, #Apple schools the marketing experts {link} #technology #sxsw  thanks for the ever present iPhone barging tables... @mention did you see my tweet from before re:ipad 2 being sold at #sxsw ? .",37,5357
5358,"@mention Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW RT @mention Since I'm listening to Google's Marissa Mayer, but engaging on Twitter I'm wondering what the heck happened to Google Buzz.",36,5358
5359,"#SXSW On the way to #sxsw, see you all tonight!",10,5359
5360,hopefully with a new ipad ;) (@mention San Francisco International Airport (SFO)) {link} @mention #webmobile talking about #mVideo.,18,5360
5361,Talked about iPhone and Android video but what about the other 85% of phones?,14,5361
5362,"#SXSW ha, seems like it --&gt; ÛÏ@mention The only news at SXSWi was Apple's temporary iPad store?",17,5362
5363,#sxsw #wth?Û .,3,5363
5364,"@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future.",17,5364
5365,#sxsw #Bizzy (via @mention Say ÛÏForget YouÛ 2 ur red bar!,11,5365
5366,1st 5 to meet us in front of Hall 3 in 4 minutes win a dual compatible juice pack air for iphone 4 #SXSW @mention sounds good.I look forward to learning more.My quick google to learn more also produced: {link} #sxsw Watching the iPad-made movie at #busy makes me wish I was at whatever party they were at when they made it instead of... here.,65,5366
5367,#SXSW I just got my custome iphone 4 case from @mention #sxsw - the artwork is my favorite blackbook piece by @mention  {link} New social network may debut at #SXSW Google Circles {link} #EatDrinkTweet  Not done with you yet!,39,5367
5368,#UXdes @mention is glad there are no standard #iPad navigation tools.,11,5368
5369,She might be the only one!,6,5369
5370,#SXSW Last year I traveled too heavy...this year too light.,10,5370
5371,I'll get it right next year.,6,5371
5372,Left my iPad at home.,5,5372
5373,#sxsw @mention Totally!,3,5373
5374,"I mean, the number of companies that seemed to be offering the same thing at #sxsw was sad.",18,5374
5375,"Apple beat you, give up guys.",6,5375
5376,#seenatsxsw2011 Best thing seen at #sxsw so far...a man begging on a street corner for the money for iPad 2 in front of the apple store.,26,5376
5377,Sad RT @mention smart!,4,5377
5378,Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads.,16,5378
5379,"bit.ly/i41H53 (via @mention @mention @mention If you're looking for a space to #escape at #sxsw, why don't you stop by Arthaus!",21,5379
5380,{link} I just noticed DST is coming this weekend.,9,5380
5381,How many iPhone users will be an hour late at SXSW come Sunday morning?,14,5381
5382,"#SXSW #iPhone A Google Spreadsheet of over 270 parties at #SXSW this year O_O {link} RT @mention Google maps used to provide common reference points and printed for fast paced on the ground reactions #arabspring #SXSW RT @mention RT @mention RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw RT @mention #Want: Micro USB charger for Samsung Android or Kindle at #SXSW starting 3/11.",70,5382
5383,Will pay $10 for 7 days: {link} #snapgoods The &quot;Austin Guide -Lonely Planet&quot; is currently FREE in the #iPhone app store #SXSW Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months Apple is opening up a pop-up store in downtown Austin for the iPod 2 launch at #SXSW {link} And it will suck.,65,5383
5384,"RT @mention RT @mention Google will preview major new social service, Circles, at #sxsw today {link} @mention where's the apple #sxsw set-up?",22,5384
5385,Can anyone get in?,4,5385
5386,"{link}  Apple opens up a Temp store #SXSW just because both the events start on the same day, good work Apple !",22,5386
5387,Beautifully smart and simple idea RT @mention @mention wrote about our #hollergram iPad app for #sxsw!,16,5387
5388,{link} SXSW ladies: the iPad bot on twitter creator is the persistent guy who chased you all last night.,19,5388
5389,#HopeYouDidntGiveHimNone #SXSW SerÌÁ cierto?,4,5389
5390,"RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today rww.to/f6BCEt #sxsw Chimpit party, plutopia, google, maybe a movie.",22,5390
5391,#sxsw starts today for me :) RT @mention @mention Peter Cashmore on the iPad 2: it's only a minor improvement.,20,5391
5392,Not worth it unless you have money to burn.,9,5392
5393,#SXSW Following the @mention #leanUX panel from #sxsw on Realtime on Google Docs {link} thanks to @mention Today's sessions (1 of 2) at #sxsw -- Print design as future: {link} | Your Mom/iPad: {link} RT @mention Google Announces Check-ins: SXSW Location-Based Geo-Fencing Applications - {link} #ireport #WSsxsw #sxsw #SCRM #SM #marketing Did anyone see/visit  the temporary Apple Store at #SXSW ?,61,5393
5394,"RT @mention All tech and interaction events have their own ipad apps, right?",13,5394
5395,{link} #sxsw {link}  RTÛÏ@mention Google will launch major new social network called Circles.,13,5395
5396,"#SXSWÛ Today at #SXSW: Bulletproof UX strategy, games &amp; design patterns with Google, and the anatomy of a design decision.",20,5396
